6922	5315	1094	8270	6592	1251	9991	7134	5371	3486	
8722	4413	6826	1090	6196	1017	6757	468	1846	9551	
8544	6151	5807	7665	9809	96	6673	1587	2299	2220	
7256	652	1366	6207	5662	3046	3088	4686	1293	6622	
5104	2826	7098	7689	301	6213	312	9161	8923	4902	
7617	5688	6829	9200	7841	9673	903	4894	3943	8041	
4386	7529	1088	9362	1955	713	3315	2374	2249	9916	
9772	6791	6182	4824	4460	3035	616	8947	6066	6826	
6511	1454	9931	8389	5350	6714	4760	6053	2456	6990	
6560	2140	6067	5017	6923	82	5981	6907	2945	7537	
2174	1307	833	9986	3694	4756	1290	6756	8341	5164	
3735	4354	5725	7869	3295	4965	4992	7399	1332	6526	
435	1222	1626	4596	2821	8015	8161	5817	9028	2565	
9662	469	3094	8533	1344	528	5975	650	2497	2468	
2743	864	3190	191	8279	1215	2070	9522	8111	8679	
3981	6581	6897	7580	6947	5562	7148	3193	6970	8791	
137	3275	2123	3606	333	9771	1602	499	741	4686	
9947	5755	4717	7514	3202	3684	9152	2285	5923	649	
4527	683	2249	3275	439	5388	9871	5422	9111	5886	
1099	4457	7926	6196	5776	5516	7564	6893	1006	5236	
6935	3586	2527	2107	5904	1795	9880	8111	2188	6926	
8041	5080	7114	7331	2896	5235	5624	8408	7592	6241	
8868	6021	3153	450	1609	8981	3727	1244	4485	3879	
1714	1851	9267	1181	5817	5569	2994	2664	5982	5045	
4136	456	8441	139	105	4871	84	1767	6949	1497	
3187	2456	241	3788	770	9862	578	4979	8688	5089	
1767	3068	4841	3997	9359	6417	3826	5995	687	4262	
5294	8997	3505	5524	485	8401	4588	8684	8532	93	
9952	2399	8106	1468	5494	385	1970	2401	7243	3305	
5035	9430	7785	5488	3111	3824	3285	1541	1710	3043	
2844	4828	4607	8999	9599	4403	947	7473	4514	6804	
7974	68	3835	5547	6585	9099	1310	1171	935	5224	
1302	3110	3663	7040	5562	7060	1352	820	4751	7414	
4940	4294	7140	6083	1598	6583	4448	2654	6231	7353	
4110	7908	3164	4272	4953	6413	3831	106	5585	8326	
3801	1846	8976	8448	4662	643	6874	7918	8325	6428	
5488	3994	4806	3949	2260	9900	566	736	5039	607	
3720	5368	8905	9232	758	7545	9857	5095	807	3077	
2919	1916	5872	4028	5526	2734	7793	799	1363	5825	
9453	76	4975	7372	6758	9402	8821	1651	8986	6510	
6540	1840	7280	4697	7055	7671	957	568	3155	4201	
9997	3245	4897	4962	7431	7160	5763	8392	6938	2948	
8920	7520	6174	2051	2248	5259	4050	6906	5465	4101	
127	9762	1109	7151	1192	1937	383	4754	2641	9460	
8585	7024	9351	8144	6819	9417	3985	4484	3370	6060	
4421	7173	9174	7294	2319	5584	4820	776	3581	8282	
8837	3349	2086	1759	5350	87	914	4432	6929	3797	
7204	8152	549	4265	927	260	7508	2085	2377	5516	
3546	3145	908	2709	6918	9475	8747	6679	7388	2068	
4213	8495	2815	1255	3634	9542	4020	8219	4719	9464	
1592	6001	7515	6616	8096	1016	3878	3599	1970	7914	
3494	1303	4656	2338	3757	5194	6820	6450	7973	7014	
9711	3258	5522	4729	3202	4393	9080	7256	8188	7701	
9503	6387	1149	9756	7827	1240	8182	1940	2311	1271	
3695	3078	5340	1006	9722	3358	1864	3988	2504	4637	
930	8804	8343	7358	6174	3431	4734	3438	5523	3711	
4427	455	9943	3654	4348	6357	2552	9373	9968	9443	
1982	4975	8454	4251	7258	2221	5176	5408	8502	4304	
3067	6973	7652	7333	4197	4942	1342	4446	3759	6214	
9163	1109	3597	8741	8939	2342	6881	8567	1436	756	
7707	1914	5407	3081	66	5123	3654	4140	33	4410	
8336	5770	2931	7047	2928	2571	6043	6608	9271	5413	
9744	733	4866	8775	4881	7599	1520	3171	1136	109	
8353	9761	3699	695	3834	7236	50	3735	346	3070	
5492	3054	6607	2741	1282	3515	5402	746	9772	3756	
3561	5936	7501	5003	4727	5832	7270	5544	8508	5094	
6684	9204	2163	8247	2242	9529	6964	8303	6338	1899	
4772	1361	5566	9757	3860	9932	6385	113	1248	9217	
4653	4240	8885	6673	390	4385	6234	8608	141	7238	
8892	3343	2121	3839	1374	4206	5749	1450	7147	6142	
5793	1799	849	8053	5236	3040	644	1210	4979	2339	
5196	6110	3903	2624	7485	7269	2410	5285	8065	1896	
6764	8266	2558	7896	143	2218	3127	3648	3425	7653	
2330	7357	4861	3608	1427	9132	6270	1758	3301	4381	
3746	631	3370	6556	3148	6023	6485	9961	2688	3749	
5963	4136	5457	7368	5152	9588	288	9080	7255	4808	
5609	1477	511	6138	7030	9798	3384	1277	316	5115	
1947	1909	5943	3100	8741	2565	630	3519	9440	50	
1296	221	2841	5634	8738	7441	4811	9989	6199	6417	
4568	1236	3559	4017	9976	3512	9576	905	4732	8676	
5270	9736	8579	1190	6397	8629	7177	9735	1975	425	
4258	3899	5619	5285	4825	4564	5461	3759	3143	2018	
5764	1153	7151	7159	3971	6322	9158	205	9650	864	
2158	6249	8998	5584	2073	2305	4864	2145	6522	9101	
4953	5114	2387	1419	4394	8918	5282	6693	5946	3031	
1709	5733	6002	1471	4999	9347	5441	3071	1363	9345	
7695	7238	5219	7291	8599	4432	5286	5110	8641	142	
5761	9784	6639	4169	3499	6785	1680	1721	7563	3901	
8037	4283	1227	37	8244	7615	9514	4012	1140	3916	
2224	4514	3713	1802	7378	9285	6045	3209	1583	7822	
2248	3878	4811	3475	6994	7127	963	6680	3643	4025	
5642	1299	4555	2732	3540	6775	1817	2034	6524	8283	
4663	1128	766	5791	7650	1393	1975	6538	9276	214	
7039	4846	4368	8381	3679	9102	7588	1065	6707	5715	
2368	3200	8862	7804	1046	8735	1522	8223	5296	1475	
3941	654	6534	104	5848	5036	2504	1940	9323	142	
5723	3928	162	5310	1511	3416	245	4266	3038	2969	
8530	8314	3183	8919	8501	4539	3847	4236	5683	9796	
2176	3159	4414	9341	1095	4432	7061	9213	7103	4204	
352	6557	9077	9793	888	152	871	3420	9040	5247	
769	1880	9636	1944	1611	160	4222	7231	188	4827	
3591	1304	3840	1838	7900	8035	1977	8593	7072	6096	
6547	4288	5954	4671	3594	7796	5859	5846	4886	5075	
590	7569	3300	116	1039	4809	6775	9688	4230	4768	
3414	46	601	1217	5435	515	924	9125	803	5969	
9687	8588	1899	6839	1157	9842	2270	1487	2893	2033	
9442	2452	5503	6393	9714	7481	9214	5503	7583	5393	
5173	6106	5883	2052	2035	4124	1270	9978	8522	9883	
1591	7831	2020	4655	2795	9400	5935	2230	6847	3584	
3970	9419	3686	662	7902	6533	5292	5925	9834	3979	
5389	4478	5537	3203	6948	7890	8035	7348	3647	224	
2808	1406	8194	333	7021	9257	1781	9324	3360	3732	
9195	161	7394	5374	401	9678	7403	1816	8685	7238	
6308	4247	2129	1384	534	8663	730	1036	5157	4161	
1076	4298	4831	2393	7763	6240	8223	3129	8197	6562	
6162	592	5054	7216	9398	4288	7658	3774	8029	7656	
8996	5580	2394	9084	9983	9422	7801	3200	4863	9309	
1239	6206	1565	5317	5099	9098	4125	98	2426	2007	
4380	4507	5946	8807	3558	5286	4525	7711	9968	8267	
3484	7570	9116	6056	3077	1109	1256	645	554	7570	
189	5342	411	8657	9133	6096	8226	8665	51	2373	
7539	5714	1083	9246	8526	6360	3930	1518	4749	8447	
5780	9051	9815	2579	4171	3677	5384	821	677	8761	
4864	7329	5457	3564	5183	8411	1103	6244	6120	213	
6858	1075	9908	7456	4932	3762	4259	1729	1980	169	
430	8958	6441	3098	9607	1550	1491	1564	839	1734	
6278	1205	7069	4447	984	1929	6668	1545	5731	3154	
2707	8009	22	693	1657	5098	1818	5071	6105	587	
423	2168	6766	310	221	64	3708	4733	3507	2691	
1338	6887	543	3487	3756	3198	4508	106	2489	4299	
849	2823	6161	9009	5195	285	1393	6419	1834	1854	
8430	429	1631	7278	4446	2033	4674	8155	9867	21	
3790	4794	4834	9146	4639	7834	7848	1343	1400	5056	
8291	6177	5410	1490	4851	1354	420	1245	995	9782	
1740	2940	3629	1383	5874	2471	6422	7941	5664	7425	
9549	4473	3225	164	8237	5130	5655	6050	9995	8071	
3885	5870	2979	215	7547	1432	8368	7324	1740	8956	
3964	4788	5169	390	9925	5001	2997	6956	4969	4435	
3595	8063	7024	992	8813	6796	7119	4980	3523	7403	
5694	7871	1650	1274	4660	4035	5030	4109	4577	2585	
5645	1977	3554	6797	6845	1675	9604	560	254	5827	
9093	6932	8037	1704	2567	1439	8314	1253	9390	4147	
6010	8337	735	3772	3081	5097	6000	258	3843	8634	
8428	8875	9086	83	4227	9515	9003	4852	664	8814	
4052	3603	3846	2262	2246	1807	4709	6021	4477	2582	
5192	9362	5102	3922	2393	8657	9106	7875	1556	3338	
5521	6437	7275	6708	422	5888	902	3799	3963	6982	
4980	1440	425	4968	9523	1586	3830	640	3827	515	
9632	3120	9836	6239	2930	3297	162	3904	7585	9368	
5638	6443	5838	6107	8417	7823	6417	3573	6683	9065	
1698	4913	8180	6093	1588	9639	1905	2237	7922	7197	
1371	5878	103	6771	1512	4267	8782	5054	5801	5423	
1418	2024	7283	5751	5425	3606	5217	9658	196	1632	
348	5742	3730	392	8871	8007	6019	4448	9901	7699	
173	6042	2825	6155	1779	6436	8361	4965	7955	1252	
5098	8743	5690	2450	5648	4362	6592	8291	7707	4006	
6652	5901	4556	8979	141	7725	8926	2781	7907	5323	
8067	1006	9521	7429	5874	4204	6476	8424	3588	9105	
5262	3379	7390	9070	877	2449	5241	6694	9127	1700	
3369	5360	5263	6911	5703	6807	1020	8744	5404	4198	
6926	5639	9553	2423	3991	8875	6967	4471	6219	1117	
6997	3185	140	6189	8618	3869	8073	654	9646	1771	
3498	6364	564	7825	1364	8248	103	218	5237	2179	
7958	7890	7711	5921	2201	3895	5204	3657	7852	1588	
9391	5557	4305	9524	2072	965	3431	8348	8660	4554	
5878	302	3654	9994	6598	8497	8539	5449	7387	1404	
5290	17	2928	9076	6417	3758	4456	2761	3871	7771	
7289	2473	2957	2927	8329	4595	5371	3020	9313	7456	
6912	2303	9731	708	1661	5082	5273	5	1183	9312	
3521	2632	9296	2732	7762	9004	3394	6401	723	1165	
3205	7762	2797	4029	1597	7007	5328	6104	9278	3286	
6117	2646	3329	5360	8753	7863	129	9937	4104	4105	
591	2461	4342	9897	5146	1524	4035	2214	3463	1884	
7032	7141	3448	6830	5968	9674	8965	2620	6751	3638	
7592	2923	6859	7445	149	2119	6437	2272	9745	4471	
1131	5830	2504	8408	3971	2666	2251	236	657	6528	
5431	7771	215	937	8791	6460	8758	8335	4701	8867	
345	175	9328	1702	1680	6501	8901	6133	6879	1267	
7891	3852	2981	4177	3790	4516	900	8192	8274	8250	
8802	3410	5499	4664	4134	2726	3216	5534	7272	1062	
8166	8019	4810	1766	1330	5598	8717	1628	2935	808	
7870	9567	794	4579	1172	7792	8779	7449	2306	3009	
2979	6197	8920	7241	1837	2606	2713	6047	213	1480	
8674	71	9995	5471	8162	9718	7657	8861	48	4684	
2860	4747	9759	8760	8395	3689	6568	8171	8470	925	
5774	849	9339	2877	6679	7795	8521	850	6869	4811	
5421	3548	8161	8763	2017	6696	6622	4912	5090	9896	
7952	7737	6829	7951	8239	8972	4006	1794	7638	9205	
2257	8762	2041	9671	9535	5507	9881	8640	5736	8378	
2885	9064	810	9235	4039	6785	7999	7157	6834	3009	
2712	1273	8676	1056	8743	2272	7662	5776	4549	173	
490	2877	9175	394	1636	3697	5259	8207	978	45	
934	9227	4398	6822	7372	3922	5786	6422	1498	4662	
4697	874	3033	8094	8507	755	5952	2780	1937	2400	
7147	4577	7644	6483	7233	4312	6623	4762	2788	1218	
7624	4305	9019	3675	6775	4576	9770	208	9726	9784	
8098	6290	104	6810	1903	9936	4439	8763	9468	779	
6974	6615	5088	6747	9586	2594	9869	5507	4959	4206	
5392	8090	9091	1905	329	2329	5408	3552	7882	7946	
587	8904	8345	4430	7227	2361	5795	5152	5009	783	
7485	9600	9527	7405	9333	772	3903	6289	262	4869	
7985	5340	5566	1032	2626	9147	1470	9077	2548	9171	
8980	5294	4089	2171	7296	1325	4184	8712	6357	8302	
9627	2481	8389	6939	6840	5818	6900	4477	8359	1266	
2034	4340	5904	9959	8191	7178	1632	2835	403	5882	
630	4887	5503	4304	432	4690	7917	5933	7037	6270	
2795	9291	2121	5088	2704	6691	412	6279	2969	7627	
5896	3206	6087	488	4576	8786	4311	2554	2748	4272	
570	9710	7163	9491	3698	9991	9929	3043	5264	7212	
2996	3043	6894	9420	4834	8028	1372	3462	779	6801	
8516	5760	8655	9231	9044	4872	9875	4352	6288	7954	
1229	1401	1525	4227	1137	2511	822	4496	9713	2829	
7094	7503	8482	2798	6954	9640	5093	3278	8887	286	
3528	3033	4800	4133	7300	5130	2477	164	6829	8898	
2498	8734	4968	74	6234	5200	268	7510	2165	1750	
1131	12	7049	1029	8623	6850	8030	5488	3108	7317	
189	9789	7885	9999	2833	978	246	3583	2249	7330	
7377	8321	4493	6208	506	1010	6044	5	7068	5761	
8371	9105	9792	5682	165	6601	3343	3961	7555	350	
7099	10000	8365	6389	8556	1879	218	5167	544	7137	
3452	3291	3277	5628	4202	7242	3663	6945	7044	1453	
672	6084	4995	6500	8183	4159	1377	1204	7300	5425	
6333	2624	8768	27	7934	7816	2220	1913	140	9133	
9477	7294	478	6283	8109	4794	3856	7584	3049	7202	
9158	6734	1637	2982	4751	3216	559	9777	3312	248	
4906	9835	8775	1664	114	1870	5404	2312	4604	7097	
858	8402	6922	1612	127	4480	1099	9483	1068	4376	
7700	9872	7369	5496	5445	7439	4176	3696	2305	6198	
9999	6566	5486	356	8436	5435	4989	1720	8766	5791	
8344	1929	1410	8092	444	8580	7237	723	3506	7286	
6040	3670	2139	5533	7436	8351	6299	4256	5522	106	
1178	5137	9739	8000	6809	985	120	2970	1539	5714	
5222	194	6952	6318	4005	5102	9506	7297	8851	4336	
5193	5807	1068	2608	6832	6600	1220	2717	5315	2662	
2713	8567	7036	6697	6604	965	2478	2580	6200	6259	
6161	8236	6251	7581	1374	6680	4034	1916	6397	1740	
9806	9228	393	5209	1680	1211	6395	250	6206	3571	
9724	6365	462	7508	899	8139	147	6097	7181	9211	
829	1994	2355	608	5221	1310	2257	6383	2300	3535	
5624	8317	975	3974	6410	1889	1540	5263	3399	4028	
3719	4780	9918	5137	7600	7624	1681	8135	4106	1297	
2606	9127	8736	1820	4508	964	8421	1659	3091	7560	
9492	131	3587	2512	9883	1546	464	750	1600	9095	
9757	9228	7091	2542	1999	7285	1708	7649	3943	7164	
7984	6667	8588	8121	7635	38	6612	9814	6325	791	
3366	8937	7166	7708	9198	962	8545	4068	3803	8698	
6097	4742	6182	4411	8195	6083	9355	8890	2309	9269	
8973	2890	9429	2607	5486	3754	7507	1815	6523	2751	
7944	5194	9398	3490	3961	470	1567	7055	6543	1778	
9845	7387	1878	7582	3357	9922	8180	688	480	1167	
9464	1846	9800	8650	4986	3669	8446	5181	3224	1582	
6735	1537	6749	6907	3946	2215	2755	6489	5582	8378	
9144	5106	508	4258	8884	8346	3320	5850	3280	5753	
2371	136	8463	1193	9464	4005	2750	8337	2051	6499	
8731	8072	9573	4460	8557	9439	6700	8297	7605	2889	
2620	7358	1464	72	2488	5128	1186	2332	2133	1759	
8860	537	6795	3115	1380	9580	7616	3468	5578	5574	
569	4734	320	9301	5594	7901	9907	2616	6640	1553	
8893	4226	1028	9970	5129	7875	3207	534	5394	4351	
6814	9279	6133	6581	3937	4943	3090	53	311	1705	
7985	4699	5163	6993	9916	3220	4542	7747	2392	542	
2069	7932	3203	2765	5822	9225	8949	771	8139	760	
4182	9887	2185	5571	3286	1903	365	706	1260	2293	
814	8076	7375	1286	744	726	7641	3389	9386	1468	
1809	7932	527	1051	1520	153	6189	5485	992	3243	
8215	8550	1487	6322	2653	6804	5325	410	9574	9081	
4453	8227	4837	4044	656	9890	84	9562	7622	5126	
2854	4545	7175	8670	6486	8838	8369	9148	9589	8524	
6779	3027	7368	8559	8998	4535	7852	7680	2769	3896	
6306	4667	3007	4256	6366	6298	4065	499	439	4313	
8572	3227	7981	4949	1817	3005	4669	844	8773	3140	
4804	3931	2823	6879	4798	3200	8662	3473	8630	3936	
3099	786	8218	2290	5294	8752	9469	8993	1641	587	
8629	6443	5692	9863	852	629	5664	4254	362	9733	
6117	3354	8774	4202	124	9214	7574	5764	6137	7239	
880	5394	1487	3189	6296	8361	8524	1077	6626	6212	
3735	6273	5854	1268	8108	6734	206	6544	2751	9951	
4295	5003	4834	72	6714	2697	2405	1908	6534	6259	
4829	58	6411	9134	3660	1256	905	6703	4970	7308	
3444	771	4678	4506	4567	8411	4739	7675	4699	2985	
3925	9097	8668	8920	6039	1049	63	9692	6546	5075	
4897	3927	7483	3319	1410	9707	1332	4314	5714	5090	
3492	8674	5664	6568	4885	2835	5066	2302	393	9607	
6156	5849	7370	4538	704	9048	4343	2796	477	2253	
7538	3576	9617	4285	3215	3448	8425	8478	4750	3481	
5035	2555	2770	7517	7037	5714	4941	9562	5463	5667	
308	6287	6040	5384	7017	5630	7745	997	8065	7162	
717	1060	1881	2072	2705	3696	4346	9228	3600	9929	
5639	5316	4642	5756	659	68	7434	4185	1470	7282	
1509	8248	5036	4566	7852	8667	7517	6269	5422	8850	
7983	9077	7653	7931	2380	3630	6014	6466	4282	9183	
4747	1845	2998	5353	7021	8317	1751	755	5193	2225	
8917	8733	7725	2549	5246	219	6827	7347	9420	6057	
9539	8096	9206	3421	666	860	1155	12	8527	7244	
9116	5570	2143	3563	93	9823	4173	5959	8647	702	
9181	847	1593	6393	9623	600	5366	7855	7137	4545	
6390	2209	6316	8571	1693	2728	401	6010	3802	7542	
4902	7038	1019	8738	3569	5167	7477	6422	9878	9653	
358	793	300	8277	3473	9200	4846	5611	7738	878	
1939	6760	985	1437	2553	2225	4696	4995	2292	7993	
4886	3574	215	4369	6337	7322	998	6019	844	8697	
9678	4641	777	4407	9923	5751	566	7211	6878	8544	
340	2526	7097	889	7185	6561	3561	5209	5173	4859	
6144	7412	5632	4225	2512	4496	7092	891	7726	2428	
6146	3717	46	4346	6840	1241	2092	7795	538	1221	
1595	7001	7023	6359	3595	4637	2707	3854	154	4409	
4405	1683	2203	2149	3602	6231	1421	7736	9367	5765	
3592	1879	1211	3275	874	3004	3830	2442	7512	6570	
6108	8642	4956	9197	4192	3713	3857	6768	3832	2372	
1149	1085	3201	4694	8804	5101	5950	5888	6396	6097	
7899	6652	1483	8176	9653	9223	154	1449	2569	8516	
7992	9427	2251	1479	9338	1732	6850	1235	6283	2123	
139	1917	3633	5552	5839	961	7612	582	4704	5205	
5765	2971	4587	3622	8261	9563	4646	5809	6033	7904	
7034	570	6178	7358	3665	9634	2502	7579	4303	7193	
5220	9090	3195	4972	8	4624	6651	6513	6329	7497	
5233	9148	1046	5558	6291	1872	4447	4350	9687	1187	
902	1388	8068	1891	6297	9790	9955	8656	772	4140	
6043	3930	3328	7311	9832	6532	4325	6177	2454	6093	
3977	6040	8693	5114	3850	5101	3154	9100	1198	5841	
368	5997	4968	6584	23	4046	7725	7975	7831	6338	
7099	5802	3198	2586	2930	5553	3091	6290	8228	3976	
8562	147	1446	4701	2253	5337	2930	8015	8580	3838	
7428	4573	995	9763	7225	3458	8897	1288	4569	3677	
6227	2989	2264	5512	5057	4777	8147	9730	1352	8908	
7682	9703	9519	4676	6219	3481	628	6589	4371	4523	
5368	8909	6089	3040	8510	2030	2303	5998	5547	2253	
3259	3799	5839	4735	8127	2814	6973	4005	1131	1785	
1656	602	3420	6522	8282	3	8766	785	9679	4969	
4915	8782	9481	4132	6091	8130	5665	3580	1491	6610	
1257	7236	6654	1197	452	1219	1307	2153	7577	9060	
256	780	8952	2646	3422	4918	8017	1978	3982	817	
8891	1422	6527	8130	7379	6416	9076	7403	4504	2776	
1949	9008	5522	451	2341	6233	7212	7898	1331	2919	
5331	2879	2658	8406	9181	1890	8878	2593	1514	6569	
2022	9035	4892	4786	4894	3830	9082	1714	7920	2845	
9728	5777	6776	2608	3460	838	4520	5964	9559	9169	
8380	5960	3293	5836	7965	4561	6286	5677	7015	6535	
9855	6011	9196	9574	4417	1513	4286	6830	5583	5075	
1696	8550	6899	8552	5301	3625	722	9518	91	506	
7691	4499	9407	8615	4302	3698	349	3727	6013	2519	
4415	8362	4433	6096	5304	5618	3619	3408	3897	3809	
338	2004	2523	1800	1628	3540	1548	1803	9782	4131	
8698	8363	725	8632	4432	6747	8813	1332	7952	7280	
7232	201	1038	5062	9011	2984	5826	2808	1537	8471	
3718	3232	5509	948	6343	7734	4889	701	104	8642	
8030	9292	3013	5100	9499	1821	1726	4438	4543	835	
1068	6413	8694	9638	119	2778	306	1806	7918	5440	
6784	4705	9748	8604	6158	9673	4786	6253	8814	9757	
1599	1978	5651	4087	788	5328	2719	945	8605	3205	
2522	712	1924	9099	6746	4281	192	9882	7139	6797	
3297	8846	3496	8327	1461	9753	8295	6276	2752	3921	
4148	2849	8744	1282	2492	3890	8652	8337	220	712	
3309	961	3793	972	5873	8260	1122	1034	5493	7868	
9579	5597	8875	9523	2442	6414	721	978	7920	5608	
2393	8527	1995	3073	7500	6903	1135	232	5419	2373	
6465	2124	4533	5827	8755	6304	9427	5737	5331	6583	
6789	1989	3461	3165	4138	8739	1915	8480	7504	2766	
665	2867	263	383	6640	7647	6210	2856	1874	2763	
9579	5567	4649	808	17	386	7079	1138	9374	2539	
6071	2545	11	8568	3360	2971	9173	8045	3576	5418	
5120	597	2927	6158	4347	9664	6185	4066	690	7576	
830	4785	1148	2620	4795	7249	3242	184	3584	2211	
7948	8326	9032	479	3478	3393	9989	2200	6742	6378	
5101	5467	4560	59	6870	649	9908	7074	6978	3732	
3561	2522	884	1378	6606	7765	2615	2998	6071	2876	
6918	3484	2575	3318	669	6436	6191	2320	8006	1241	
4119	3314	6153	5410	2304	7365	3985	1475	3491	2192	
6648	6088	5541	7045	5472	3251	3621	6644	4813	9890	
2601	5087	3937	4911	3530	6178	5424	8164	1262	368	
4618	9616	312	8518	2723	6858	919	3432	9138	1455	
6178	9389	4986	9118	8131	6719	8732	7069	6937	3993	
7899	610	7875	5409	6671	3850	4452	8491	8828	6076	
2297	3992	1394	7143	3515	7614	8802	9941	6513	6330	
6383	8343	3565	1860	6997	478	7102	1443	9734	8177	
6546	9235	4878	956	4412	8697	1179	9443	7518	206	
6217	8894	848	4524	326	6338	2142	4694	9332	7978	
1604	9418	6292	6344	9334	1849	6559	5358	8803	9973	
3697	5375	1360	5982	1686	4340	5444	2404	5176	5449	
8709	8346	1775	4664	4232	9269	7692	8575	8052	2637	
